video_name,start_time,end_time,sentiment,text,ground_truth,llm_best_label,neutral,happy,sad,anger,surprise,disgust,fear,sum_of_emotions,response_clean
dia367_utt1,"00:13:44,365","00:13:46,991",0,"Well, what did you have?",neutral,neutral,0.85,0.05,0.025,0.015,0.03,0.01,0.02,1.0,"<think>

</think>

0.85000,0.05000,0.02500,0.01500,0.03000,0.01000,0.02000"
dia367_utt2,"00:13:44,365","00:13:49,494",1,It doesnt matter because nothing beats a three and a six.,happy,happy,0.1244,0.68407,0.07712,0.01243,0.06593,0.02363,0.01242,1.0,"<think>

</think>

0.12346, 0.67890, 0.07654, 0.01234, 0.06543, 0.02345, 0.01234"
dia367_utt3,"00:13:49,662","00:13:51,871",0,That my friend is D-Cup.,neutral,neutral,0.94446,0.02222,0.01111,0.0111,0.00555,0.00556,0.0,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.00500,0.00500,0.00000"
dia367_utt4,"00:13:54,041","00:13:56,417",0,"Okay, now much have you won so far?",neutral,neutral,0.85,0.02,0.00999,0.01,0.06,0.03,0.02001,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.06000,0.03000,0.02000"
dia367_utt5,"0:13:57,086","0:13:58,638",1,"Uh,  wow, 700.",surprise,surprise,0.11202,0.13217,0.08961,0.06945,0.59192,0.00291,0.00192,1.0,"<think>

</think>

0.12346, 0.14567, 0.09876, 0.07654, 0.65234, 0.00321, 0.00212"
dia367_utt6,"0:13:58,638","0:14:00,138",1,Not 700 exactly?,surprise,surprise,0.11235,0.07976,0.08987,0.05954,0.5776,0.01123,0.06965,1.0,"<think>

</think>

0.12346, 0.08765, 0.09876, 0.06543, 0.63470, 0.01234, 0.07654"
dia367_utt7,"00:14:00,442","00:14:01,000",0,Yeah.,neutral,neutral,0.94999,0.02,0.01001,0.00999,0.005,0.00251,0.0025,1.0,"<think>

</think>

0.95000, 0.02000, 0.01000, 0.01000, 0.00500, 0.00250, 0.00250"
dia367_utt8,"00:14:01,000","00:14:02,715",1,Double it!,happy,happy,0.12989,0.71428,0.09222,0.03636,0.01298,0.01297,0.0013,1.0,"<think>

</think>

0.12346, 0.67890, 0.08765, 0.03456, 0.01234, 0.01234, 0.00124"
dia367_utt9,"00:14:04,051","00:14:05,000",1,What?,surprise,surprise,0.14285,0.14284,0.14287,0.14286,0.42857,1e-05,-0.0,1.0,"<think>

</think>

0.14286, 0.14286, 0.14286, 0.14286, 0.42857, 0.00000, 0.00000"
dia367_utt10,"00:14:04,051","00:14:08,221",0,"Well you see in Cups, once you get $700, you have to double it.",neutral,neutral,0.85,0.05,0.02,0.00999,0.04,0.01,0.02001,1.0,"<think>

</think>

0.85000,0.05000,0.02000,0.01000,0.04000,0.01000,0.02000"
dia367_utt11,"0:14:09,390","0:14:11,742",1,Really?,surprise,surprise,0.14288,0.14284,0.14286,0.14285,0.42858,0.0,-1e-05,1.0,"<think>

</think>

0.14286, 0.14286, 0.14286, 0.14286, 0.42857, 0.00000, 0.00000"
dia367_utt12,"0:14:11,742","0:14:11,994",0,"Hey, I didnt make up the rules.",neutral,neutral,0.84998,0.02002,0.00999,0.01,0.07,0.02,0.02001,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.07000,0.02000,0.02000"
dia367_utt13,"00:14:13,352","00:14:18,189",0,"Now, after you receive the doubling bonus, you get uh, one card.",neutral,neutral,0.85001,0.02,0.00999,0.00998,0.08,0.01001,0.02001,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.08000,0.01000,0.02000"
dia367_utt14,"00:14:18,357","00:14:22,861",0,"Now that one card could be worth $100 bringing your total to 1,500.",neutral,neutral,0.85858,0.0505,0.0202,0.0101,0.0303,0.01011,0.02021,1.0,"<think>

</think>

0.85000,0.05000,0.02000,0.01000,0.03000,0.01000,0.02000"
dia367_utt15,"00:14:24,530","00:14:28,783",1,Dont get to excited because thats not gonna happen unless you getNo way!,surprise,surprise,0.11207,0.07957,0.08966,0.06948,0.62953,0.0112,0.00849,1.0,"<think>

</think>

0.12345, 0.08765, 0.09876, 0.07654, 0.69345, 0.01234, 0.00935"
dia368_utt0,"00:21:44,678","00:21:58,983",-1,"Im, Im sorry you didnt get to go to Spacecamp, and Im hoping that maybe somehow, this may make up for it.",sad,sad,0.14999,0.05,0.69995,0.02502,0.02501,0.025,0.02503,1.0,"<think>

</think>

0.15000,0.05000,0.70000,0.02500,0.02500,0.02500,0.02500"
dia368_utt1,"00:21:53,270","00:22:05,323",1,Presenting Sarah Tuttles Private Very Special Spacecamp!,happy,happy,0.12346,0.75,0.08333,0.01234,0.02,0.0,0.01087,1.0,"<think>

</think>

0.12346, 0.75000, 0.08333, 0.01234, 0.02000, 0.00000, 0.01087"
dia369_utt0,"00:20:26,475","00:20:27,725",0,!,neutral,neutral,0.94997,0.00999,0.01001,0.01002,0.01,0.005,0.00501,1.0,"<think>

</think>

0.95000,0.01000,0.01000,0.01000,0.01000,0.00500,0.00500"
dia370_utt0,"00:22:03,196","00:22:05,323",0,"Really Mr. Geller, you dont have to do this.",neutral,neutral,0.85,0.02,0.01001,0.01,0.06,0.03,0.01999,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.06000,0.03000,0.02000"
dia370_utt1,"00:22:05,490","00:22:12,121",1,Oh come on! Here we go!  Stand by for mission countdown!,happy,happy,0.12359,0.67965,0.05684,0.01235,0.06796,0.00457,0.05504,1.0,"<think>

</think>

0.12345, 0.67890, 0.05678, 0.01234, 0.06789, 0.00456, 0.05498"
dia370_utt2,"00:22:29,598","00:22:31,766",0,Im an alien. Im an alien.,neutral,neutral,0.95957,0.01012,0.01011,0.0101,0.01009,1e-05,0.0,1.0,"<think>

</think>

0.95000,0.01000,0.01000,0.01000,0.01000,0.00000,0.00000"
dia370_utt3,"00:22:31,933","00:22:34,935",1,Oh no! An asteroid!,surprise,surprise,0.11193,0.07947,0.08954,0.0694,0.62872,0.01301,0.00793,1.0,"<think>

</think>

0.12345, 0.08765, 0.09876, 0.07654, 0.69345, 0.01435, 0.00875"
dia371_utt0,"0:19:36,049","0:19:36,471",0,Hey.,neutral,neutral,0.85,0.05,0.03,0.01999,0.02,0.01,0.02001,1.0,"<think>

</think>

0.85000, 0.05000, 0.03000, 0.02000, 0.02000, 0.01000, 0.02000"
dia371_utt1,"0:19:36,471","0:19:37,309",0,Hey.,neutral,neutral,0.95,0.02,0.01,0.01001,0.005,0.00249,0.0025,1.0,"<think>

</think>

0.95000, 0.02000, 0.01000, 0.01000, 0.00500, 0.00250, 0.00250"
dia371_utt2,"0:19:37,426","0:19:37,978",0,Where you going?,neutral,neutral,0.85,0.05,0.03,0.02001,0.02,0.01,0.01999,1.0,"<think>

</think>

0.85000,0.05000,0.03000,0.02000,0.02000,0.01000,0.02000"
dia371_utt3,"0:19:37,978","0:19:39,070",0,To the bank.,neutral,neutral,0.85,0.05,0.03,0.01999,0.02001,0.01,0.02,1.0,"<think>

</think>

0.85000, 0.05000, 0.03000, 0.02000, 0.02000, 0.01000, 0.02000"
dia371_utt4,"0:19:39,178","0:19:41,055",0,Sperm or regular?,neutral,neutral,0.89999,0.05,0.025,0.015,0.005,0.00251,0.0025,1.0,"<think>

</think>

0.90000,0.05000,0.02500,0.01500,0.00500,0.00250,0.00250"
dia371_utt5,"0:19:41,055","0:19:41,872",0,Sperm.,neutral,neutral,0.95,0.02,0.01,0.01001,0.005,0.0025,0.00249,1.0,"<think>

</think>

0.95000, 0.02000, 0.01000, 0.01000, 0.00500, 0.00250, 0.00250"
dia371_utt6,"00:19:44,933","00:19:46,309",1,"So you're really doing this, huh?",surprise,surprise,0.1,0.12,0.08,0.05,0.64999,1e-05,0.0,1.0,"<think>

</think>

0.10000, 0.12000, 0.08000, 0.05000, 0.65000, 0.00000, 0.00000"
dia371_utt7,"00:19:46,476","00:19:49,854",0,"Oh yeah, picked a guy, 37135.",neutral,neutral,0.87631,0.08247,0.02062,0.0103,0.01031,-1e-05,0.0,1.0,"<think>

</think>

0.85000,0.08000,0.02000,0.01000,0.01000,0.00000,0.00000"
dia371_utt8,"00:19:50,022","00:19:51,147",0,Sounds nice.,neutral,neutral,0.86734,0.08163,0.03061,0.01021,0.0102,0.0,1e-05,1.0,"<think>

</think>

0.85000, 0.08000, 0.03000, 0.01000, 0.01000, 0.00000, 0.00000"
dia371_utt9,"00:19:51,315","00:19:54,275",0,"Fraid so. Brown hair, green eyes...",neutral,neutral,0.65002,0.10001,0.04999,0.05,0.04998,0.0,0.1,1.0,"<think>

</think>

0.65000, 0.10000, 0.05000, 0.05000, 0.05000, 0.00000, 0.10000"
dia371_utt10,"00:19:54,443","00:19:56,360",1,"No kiddin', hmm.",surprise,surprise,0.11182,0.13194,0.08945,0.06932,0.59085,0.00391,0.00271,1.0,"<think>

</think>

0.12346, 0.14567, 0.09876, 0.07654, 0.65234, 0.00432, 0.00299"
dia371_utt11,"00:19:56,528","00:19:59,280",-1,What?,sad,sad,0.12125,0.08608,0.77485,0.01212,0.00448,0.00121,1e-05,1.0,"<think>

</think>

0.12346, 0.08765, 0.78901, 0.01234, 0.00456, 0.00123, 0.00001"
dia372_utt0,"0:19:07,146","0:19:08,189",0,"What's wrong, sweetie?",neutral,neutral,0.84998,0.05,0.03,0.01999,0.02001,0.01,0.02002,1.0,"<think>

</think>

0.85000,0.05000,0.03000,0.02000,0.02000,0.01000,0.02000"
dia372_utt1,"0:19:08,189","0:19:09,452",1,"Nothing, nothing.",happy,happy,0.14706,0.66175,0.07353,0.0294,0.02941,0.02942,0.02943,1.0,"<think>

</think>

0.14286,0.64286,0.07143,0.02857,0.02857,0.02857,0.02857"
dia372_utt2,"00:19:09,731","00:19:12,150",1,"Aaaah, what's wrong, c'mon.",happy,happy,0.12023,0.66111,0.08535,0.03365,0.02284,0.01202,0.0648,1.0,"<think>

</think>

0.12346, 0.67890, 0.08765, 0.03456, 0.02345, 0.01234, 0.06654"
dia372_utt3,"00:19:17,030","00:19:18,781",-1,"It's, I mean, it's nothing, I'm fine.",sad,sad,0.42856,0.07143,0.42857,0.07144,1e-05,-0.0,-1e-05,1.0,"<think>

</think>

0.42857,0.07143,0.42857,0.07143,0.00000,0.00000,0.00000"
dia372_utt4,"00:19:18,991","00:19:20,950",-1,It's my friends.,sad,sad,0.1237,0.09896,0.7515,0.01236,0.00535,0.00813,0.0,1.0,"<think>

</think>

0.12345, 0.09876, 0.75000, 0.01234, 0.00534, 0.00811, 0.00000"
dia372_utt5,"00:19:21,201","00:19:23,870",-1,They-they have a liking problem with you.,sad,sad,0.15,0.05,0.69998,0.02501,0.02502,0.02499,0.025,1.0,"<think>

</think>

0.15000, 0.05000, 0.70000, 0.02500, 0.02500, 0.02500, 0.02500"
dia372_utt6,"00:19:24,121","00:19:26,956",-1,"In that, um, they don't.",sad,sad,0.31438,0.12074,0.52047,0.01207,0.0012,0.00022,0.03092,1.0,"<think>

</think>

0.32143, 0.12345, 0.53214, 0.01234, 0.00123, 0.00023, 0.03161"
dia372_utt7,"00:19:29,376","00:19:31,752",1,Oh. They don't.,surprise,surprise,0.13513,0.06756,0.13514,0.06757,0.54054,0.02704,0.02702,1.0,"<think>

</think>

0.14286, 0.07143, 0.14286, 0.07143, 0.57143, 0.02857, 0.02857"
dia372_utt8,"00:19:32,796","00:19:37,091",1,But they don't see all the wonderfulness that I see.,happy,happy,0.12739,0.70057,0.10191,0.01271,0.03566,0.01272,0.00904,1.0,"<think>

</think>

0.12345, 0.67890, 0.09876, 0.01234, 0.03456, 0.01234, 0.00876"
dia372_utt9,"00:19:37,342","00:19:40,845",-1,They don't see all the good stuff and all the sweet stuff.,sad,sad,0.25,0.15,0.49999,0.05,0.02501,0.0,0.025,1.0,"<think>

</think>

0.25000, 0.15000, 0.50000, 0.05000, 0.02500, 0.00000, 0.02500"
dia372_utt10,"00:19:41,096","00:19:42,638",1,They just think you're a little...,happy,happy,0.13052,0.71772,0.09266,0.03654,0.01305,0.00457,0.00494,1.0,"<think>

</think>

0.12346, 0.67890, 0.08765, 0.03456, 0.01234, 0.00432, 0.00467"
dia372_utt11,"0:19:43,515","0:19:43,947",0,What?,neutral,neutral,0.95,0.02,0.00999,0.01,0.005,0.00251,0.0025,1.0,"<think>

</think>

0.95000,0.02000,0.01000,0.01000,0.00500,0.00250,0.00250"
dia372_utt12,"0:19:43,947","0:19:46,161",0,Intense and creepy.,neutral,neutral,0.85,0.05,0.03,0.01999,0.02,0.01,0.02001,1.0,"<think>

</think>

0.85000, 0.05000, 0.03000, 0.02000, 0.02000, 0.01000, 0.02000"
dia373_utt1,"00:14:41,338","00:14:42,922",0,You got me.,neutral,neutral,0.75001,0.1,0.04999,0.025,0.05,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
dia373_utt3,"00:14:53,726","00:14:56,644",0,Yeah. Right.,neutral,neutral,0.95,0.02,0.01001,0.01,0.005,0.00249,0.0025,1.0,"<think>

</think>

0.95000,0.02000,0.01000,0.01000,0.00500,0.00250,0.00250"
dia373_utt4,"00:14:53,726","00:14:59,814",1,"Good, and hey! My treat.  But that's only because you're not eating anything, right?",happy,happy,0.12733,0.70025,0.10187,0.04711,0.01273,0.0056,0.00511,1.0,"<think>

</think>

0.12345, 0.67890, 0.09876, 0.04567, 0.01234, 0.00543, 0.00495"
dia374_utt0,"0:15:21,629","0:15:23,173",1,I cant believe were here.,happy,happy,0.11684,0.64249,0.08295,0.01168,0.05141,0.02219,0.07244,1.0,"<think>

</think>

0.12346, 0.67890, 0.08765, 0.01234, 0.05432, 0.02345, 0.07654"
dia374_utt1,"0:15:23,173","0:15:25,429",-1,Oh youve got to be kidding me.,surprise,surprise,0.12345,0.08764,0.14233,0.09875,0.54623,0.00123,0.00037,1.0,"<think>

</think>

0.12346, 0.08765, 0.14234, 0.09876, 0.54627, 0.00123, 0.00037"
dia374_utt2,"00:15:25,591","00:15:27,091",-1,What?,surprise,surprise,0.14283,0.14287,0.14285,0.14284,0.4286,0.0,1e-05,1.0,"<think>

</think>

0.14286, 0.14286, 0.14286, 0.14286, 0.42857, 0.00000, 0.00000"
dia374_utt3,"00:15:28,677","00:15:32,722",0,"As a wedding gift to you, the hotel would like to give you the honeymoon suite.",neutral,neutral,0.84999,0.08,0.02,0.01002,0.01001,0.00999,0.01999,1.0,"<think>

</think>

0.85000,0.08000,0.02000,0.01000,0.01000,0.01000,0.02000"
dia374_utt4,"00:15:32,973","00:15:36,392",-1,No!! You have been screwing us all day!,anger,anger,0.11644,0.08266,0.14554,0.59844,0.02023,0.03628,0.00041,1.0,"<think>

</think>

0.12346, 0.08765, 0.15432, 0.63453, 0.02145, 0.03847, 0.00044"
dia374_utt5,"0:15:36,685","0:15:37,520",-1,Who are you?,surprise,surprise,0.13334,0.06666,0.06665,0.06668,0.66666,1e-05,-0.0,1.0,"<think>

</think>

0.14286, 0.07143, 0.07143, 0.07143, 0.71429, 0.00000, 0.00000"
dia374_utt6,"0:15:37,520","0:15:40,742",0,Were you just ten seconds later!,neutral,neutral,0.85002,0.05,0.02001,0.00998,0.04,0.00999,0.02,1.0,"<think>

</think>

0.85000,0.05000,0.02000,0.01000,0.04000,0.01000,0.02000"
dia374_utt7,"0:15:42,316","0:15:44,736",-1,You already got the first class tickets.. you got the lounge!,anger,anger,0.12338,0.34548,0.0876,0.42332,0.01233,0.00789,0.0,1.0,"<think>

</think>

0.12345, 0.34567, 0.08765, 0.42356, 0.01234, 0.00789, 0.00000"
dia374_utt8,"0:15:44,736","0:15:46,293",-1,I mean we should get free stuff too!,anger,anger,0.12341,0.15671,0.09872,0.62116,-0.0,1e-05,-1e-05,1.0,"<think>

</think>

0.12346, 0.15678, 0.09876, 0.62145, 0.00000, 0.00000, 0.00000"
dia374_utt9,"00:15:46,487","00:15:49,530",-1,I mean youre not the only ones on your honeymoon!,anger,anger,0.11224,0.21323,0.13243,0.5421,0.0,1e-05,-1e-05,1.0,"<think>

</think>

0.12346, 0.23456, 0.14567, 0.59631, 0.00000, 0.00000, 0.00000"
dia374_utt10,"0:15:50,658","0:15:52,827",0,Well you can have the suite if you want.,neutral,neutral,0.85,0.05,0.03,0.01999,0.02001,0.01,0.02,1.0,"<think>

</think>

0.85000,0.05000,0.03000,0.02000,0.02000,0.01000,0.02000"
dia374_utt11,"0:15:52,827","0:15:55,061",0,We dont care about where we stay.,neutral,neutral,0.94445,0.02222,0.01112,0.0111,0.00556,0.00555,0.0,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.00500,0.00500,0.00000"
dia374_utt12,"0:15:55,245","0:15:57,177",-1,Were here to celebrate our love together.,anger,happy,0.12346,0.67894,0.07654,0.12106,0.0,-1e-05,1e-05,1.0,"<think>

</think>

0.12346, 0.67892, 0.07654, 0.12106, 0.00000, 0.00000, 0.00000"
dia374_utt13,"0:15:57,177","0:15:59,641",-1,We dont have to get free stuff.,anger,anger,0.11384,0.08083,0.13174,0.59576,0.02162,0.03458,0.02163,1.0,"<think>

</think>

0.12345, 0.08765, 0.14286, 0.64604, 0.02345, 0.03750, 0.02345"
dia374_utt14,"00:15:59,792","00:16:02,043",1,We just want to be together.,happy,happy,0.12346,0.75,0.08432,0.01211,0.02987,0.00011,0.00013,1.0,"<think>

</think>

0.12346, 0.75000, 0.08432, 0.01211, 0.02987, 0.00011, 0.00013"
dia374_utt15,"00:16:04,713","00:16:06,673",0,We need the stuff.,neutral,neutral,0.94448,0.02222,0.0111,0.01109,0.00555,0.00556,0.0,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.00500,0.00500,0.00000"
dia375_utt0,"00:17:52,696","00:17:53,863",1,Yes!,happy,happy,0.14286,0.71429,0.07143,1e-05,0.07144,-2e-05,-1e-05,1.0,"<think>

</think>

0.14286, 0.71429, 0.07143, 0.00000, 0.07143, 0.00000, 0.00000"
dia375_utt1,"00:17:54,406","00:17:57,200",0,"Okay, well then how about a handshake?",neutral,neutral,0.74999,0.1,0.05001,0.025,0.05,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
dia375_utt2,"0:17:57,367","0:17:58,369",1,Oh God I'm sorry!,happy,happy,0.12346,0.75,0.08432,0.01211,0.02007,0.0,0.01004,1.0,"<think>

</think>

0.12346, 0.75000, 0.08432, 0.01211, 0.02007, 0.00000, 0.01004"
dia375_utt3,"0:17:58,369","0:17:59,053",1,"Oh God, I'm sorry!",happy,happy,0.12346,0.75,0.08333,0.02111,0.0121,0.0099,0.0001,1.0,"<think>

</think>

0.12346, 0.75000, 0.08333, 0.02111, 0.01210, 0.00990, 0.00010"
dia375_utt4,"00:18:01,080","00:18:04,665",-1,I did not mean to touch thatI mean,fear,fear,0.13333,0.06668,0.13332,0.06669,0.13334,0.06666,0.39998,1.0,"<think>

</think>

0.14286, 0.07143, 0.14286, 0.07143, 0.14286, 0.07143, 0.42857"
dia376_utt0,"0:15:45,527","0:15:46,445",1,Hey Pheebs!,happy,happy,0.12346,0.75001,0.08333,0.02111,0.0121,0.0,0.00999,1.0,"<think>

</think>

0.12346, 0.75000, 0.08333, 0.02111, 0.01210, 0.00000, 0.00999"
dia376_utt1,"0:15:46,445","0:15:47,710",1,Hey!,happy,happy,0.14252,0.66507,0.07127,0.0285,0.07126,0.01426,0.00712,1.0,"<think>

</think>

0.14286, 0.66667, 0.07143, 0.02857, 0.07143, 0.01429, 0.00714"
dia376_utt2,"00:15:49,865","00:15:58,998",1,Check it out.  How much of a man am I?!,happy,happy,0.11552,0.63531,0.08202,0.04043,0.02194,0.01236,0.09242,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.04321, 0.02345, 0.01321, 0.09876"
dia376_utt3,"00:15:59,208","00:16:03,836",-1,Wow! Nice! Manly and also kind of a slut.,fear,fear,0.10379,0.1972,0.07369,0.08303,0.10378,0.1318,0.30671,1.0,"<think>

</think>

0.12346, 0.23457, 0.08765, 0.09876, 0.12345, 0.15678, 0.36483"
dia377_utt0,"00:05:45,553","00:05:48,930",0,"which brings us back, of course, to Greelys theory of dominance.",neutral,neutral,0.9,0.02001,0.01001,0.00999,0.03,0.01,0.01999,1.0,"<think>

</think>

0.90000,0.02000,0.01000,0.01000,0.03000,0.01000,0.02000"
dia377_utt1,"00:05:50,475","00:05:51,516",0,"Okay, that-thats all for today.",neutral,neutral,0.94444,0.02222,0.01111,0.01112,0.00556,0.00555,0.0,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.00500,0.00500,0.00000"
dia377_utt2,"00:05:51,684","00:05:55,187",0,"Oh, uh does anyone know where the Freeman building is?",neutral,neutral,0.84997,0.02001,0.00999,0.01001,0.08,0.01,0.02002,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.08000,0.01000,0.02000"
dia377_utt3,"00:05:55,355","00:05:57,689",0,"Yeah, its the new building on Avenue A.",neutral,neutral,0.75,0.1,0.04999,0.025,0.05001,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
dia377_utt4,"00:05:59,484","00:06:01,943",-1,"What?! That-thats all the way cross town, Im supposed to teach a graduate seminar there in ten minutes.",surprise,surprise,0.12342,0.07651,0.1023,0.05676,0.641,1e-05,-0.0,1.0,"<think>

</think>

0.12346, 0.07654, 0.10234, 0.05678, 0.64123, 0.00000, 0.00000"
dia377_utt5,"00:06:02,111","00:06:04,321",0,"Ooh, dude. Thats not gonna happen.",neutral,neutral,0.74938,0.08326,0.04996,0.02498,0.0333,0.01666,0.04246,1.0,"<think>

</think>

0.75000,0.08333,0.05000,0.02500,0.03333,0.01667,0.04250"
dia377_utt6,"00:06:07,492","00:06:11,953",-1,Move it! Move it! Move it!! Hey!!! Im the teacher!!,anger,anger,0.12101,0.14278,0.0968,0.61959,0.01209,0.00773,0.0,1.0,"<think>

</think>

0.12346, 0.14567, 0.09876, 0.63215, 0.01234, 0.00789, 0.00000"
dia378_utt0,"0:15:22,254","0:15:23,006",0,Jason?,neutral,neutral,0.85001,0.05,0.03,0.01998,0.02001,0.01,0.02,1.0,"<think>

</think>

0.85000, 0.05000, 0.03000, 0.02000, 0.02000, 0.01000, 0.02000"
dia378_utt1,"0:15:23,006","0:15:25,220",0,"Yeah, come on in.",neutral,neutral,0.86733,0.08163,0.03061,0.01021,0.01022,-1e-05,1e-05,1.0,"<think>

</think>

0.85000, 0.08000, 0.03000, 0.01000, 0.01000, 0.00000, 0.00000"
dia378_utt2,"00:15:33,182","00:15:37,226",0,"So Phoebe, you ah, sounded kinda serious on the phone, is ah, is anything wrong?",neutral,neutral,0.85,0.05,0.03,0.02001,0.01999,0.01,0.02,1.0,"<think>

</think>

0.85000,0.05000,0.03000,0.02000,0.02000,0.01000,0.02000"
dia379_utt0,"00:14:57,688","00:15:00,315",-1,No. And I dont think Im gonna want to.,surprise,surprise,0.13515,0.06758,0.13513,0.06756,0.54053,0.02703,0.02702,1.0,"<think>

</think>

0.14286, 0.07143, 0.14286, 0.07143, 0.57143, 0.02857, 0.02857"
dia379_utt1,"00:15:00,816","00:15:01,858",-1,I cant do this.,sad,sad,0.20408,0.06804,0.58504,0.06802,0.02721,0.0272,0.02041,1.0,"<think>

</think>

0.21429,0.07143,0.61429,0.07143,0.02857,0.02857,0.02143"
dia379_utt2,"00:15:02,026","00:15:04,569",-1,"Yep. Yep, thats what I didnt want to know.",sad,sad,0.2,0.05,0.7,0.025,0.015,0.0,0.01,1.0,"<think>

</think>

0.20000, 0.05000, 0.70000, 0.02500, 0.01500, 0.00000, 0.01000"
dia379_utt3,"00:15:05,029","00:15:08,406",-1,"Well, oh, Mark, Im doing this for the wrong reasons, y'know?",sad,sad,0.25,0.05,0.6,0.05001,0.025,0.015,0.00999,1.0,"<think>

</think>

0.25000, 0.05000, 0.60000, 0.05000, 0.02500, 0.01500, 0.00999"
dia379_utt4,"00:15:08,574","00:15:11,117",-1,Im just doing it to get back at Ross.,sad,sad,0.11841,0.08407,0.75681,0.01184,0.02249,0.00414,0.00224,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.01234, 0.02345, 0.00432, 0.00234"
dia379_utt5,"00:15:11,368","00:15:14,495",-1,"Im sorry, its not very fair to you.",sad,sad,0.25,0.04999,0.60002,0.05,0.025,0.015,0.00999,1.0,"<think>

</think>

0.25000, 0.05000, 0.60000, 0.05000, 0.02500, 0.01500, 0.00999"
dia379_utt6,"00:15:16,165","00:15:17,000",-1,Ahh!,surprise,surprise,0.10988,0.10991,0.10989,0.1099,0.54944,0.00988,0.0011,1.0,"<think>

</think>

0.11111, 0.11111, 0.11111, 0.11111, 0.55555, 0.00999, 0.00111"
dia379_utt7,"00:15:16,165","00:15:18,000",-1,"Fair, shmair",sad,sad,0.11778,0.08361,0.75269,0.01178,0.02237,0.01177,0.0,1.0,"<think>

</think>

0.12346, 0.08765, 0.78902, 0.01234, 0.02345, 0.01234, 0.00000"
dia379_utt8,"00:15:18,000","00:15:18,625",0,Y'know?,neutral,neutral,0.85003,0.05,0.03,0.02,0.01998,0.01,0.01999,1.0,"<think>

</think>

0.85000, 0.05000, 0.03000, 0.02000, 0.02000, 0.01000, 0.02000"
dia379_utt9,"00:15:18,792","00:15:21,711",0,"Look, if you want to get back at Ross, I am here for you.",neutral,neutral,0.75001,0.1,0.04999,0.025,0.05,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
dia379_utt10,"00:15:23,339","00:15:24,422",1,Really?,surprise,surprise,0.14288,0.14285,0.14284,0.14287,0.42857,-0.0,-1e-05,1.0,"<think>

</think>

0.14286, 0.14286, 0.14286, 0.14286, 0.42857, 0.00000, 0.00000"
dia380_utt0,"00:15:24,590","00:15:29,594",0,"No-no, I say-I say, I say we get back at him right on this couch.",neutral,neutral,0.8586,0.05051,0.0202,0.0303,0.01009,0.01011,0.02019,1.0,"<think>

</think>

0.85000,0.05000,0.02000,0.03000,0.01000,0.01000,0.02000"
dia380_utt1,"00:15:28,594","00:15:29,594",-1,Right here!,anger,anger,0.12094,0.14269,0.09674,0.61981,0.01209,0.00773,0.0,1.0,"<think>

</think>

0.12346, 0.14567, 0.09876, 0.63275, 0.01234, 0.00789, 0.00000"
dia380_utt2,"00:15:31,096","00:15:36,392",-1,Oh God. Im sorry about this.,sad,sad,0.12084,0.08579,0.77228,0.01208,0.00446,0.00229,0.00226,1.0,"<think>

</think>

0.12346, 0.08765, 0.78904, 0.01234, 0.00456, 0.00234, 0.00231"
dia380_utt3,"00:15:38,020","00:15:39,479",0,Thats okay.,neutral,neutral,0.85001,0.05,0.03,0.02,0.02001,0.01,0.01998,1.0,"<think>

</think>

0.85000,0.05000,0.03000,0.02000,0.02000,0.01000,0.02000"
dia380_utt4,"00:15:41,231","00:15:43,691",1,You sure?,happy,happy,0.1247,0.68574,0.08853,0.03491,0.04164,0.01807,0.00641,1.0,"<think>

</think>

0.12346, 0.67890, 0.08765, 0.03456, 0.04123, 0.01789, 0.00635"
dia381_utt0,"00:15:45,235","00:15:48,488",0,Yeah. I can just go home and get back at him by myself.,neutral,neutral,0.86734,0.08163,0.03061,0.0102,0.01021,0.0,1e-05,1.0,"<think>

</think>

0.85000,0.08000,0.03000,0.01000,0.01000,0.00000,0.00000"
dia382_utt0,"00:06:22,715","00:06:25,717",1,Here she is! Future fashion superstar!,happy,happy,0.12346,0.75,0.08123,0.01234,0.03123,0.00174,0.0,1.0,"<think>

</think>

0.12346, 0.75000, 0.08123, 0.01234, 0.03123, 0.00174, 0.00000"
